,ort,plz,vorwahl
11249,Taufkirchen,84574,08638
11250,Taunusstein,65232,06128
11251,Taura,9249,Error
11252,Tautenburg,7778,07835
11253,Tautendorf,7646,07245
11254,Tautenhain,7639,Error
11255,Tawern,54456,06501
11256,Techelsdorf,24220,04347
11257,Techentin,19399,038732
11258,Tecklenburg,49545,05455
11259,Tegau,7907,Error
11260,Tegernheim,93105,09403
11261,Tegernsee,83684,08022
11262,Teichland,3185,05154
11263,Teichwitz,7570,Error
11264,Teisendorf,83317,08666
11265,Teisendorf,83364,08666
11266,Teising,84576,08633
11267,Teisnach,94244,09921
11268,Teistungen,37339,03605
11269,Teldau,19273,038845
11270,Telgte,48291,02504
11271,Tellig,56858,Error
11272,Tellingstedt,25782,04838
11273,Teltow,14513,03328
11274,Temmels,54441,06581
11275,Temmen-Ringenwalde,17268,039886
11276,Temnitzquell,16818,033920
11277,Temnitztal,16845,033978
11278,Templin,17268,039886
11279,Tengen,78250,07736
11280,Teningen,79312,07641
11281,Teningen,79331,07641
11282,Tensbüttel-Röst,25767,04835
11283,Tensfeld,23824,04557
11284,Teschenmoschel,67806,06361
11285,Tespe,21395,04176
11286,Tessin,18195,038205
11287,Tessin b. Boizenburg,19258,038847
11288,Testorf-Steinfort,23936,03881
11289,Tetenbüll,25882,04862
11290,Tetenhusen,24817,04336
11291,Teterow,17166,03996
11292,Tettau,96355,09269
11293,Tettau,1945,Error
11294,Tettenweis,94167,08531
11295,Tettnang,88069,07528
11296,Tettnang,88079,07543
11297,Teublitz,93158,09471
11298,Teuchern,6682,06881
11299,Teugn,93356,09405
11300,Teunz,92552,09671
11301,Teupitz,15755,033766
11302,Teuschnitz,96358,09268
11303,Teutschenthal,6179,Error
11304,Thaden,25557,04872
11305,Thaining,86943,08194
11306,Thale,6502,Error
11307,Thaleischweiler-Fröschen,66987,06334
11308,Thalfang,54424,06504
11309,Thalhausen,56584,02639
11310,Thalheim/Erzgebirge,9380,Error
11311,Thallichtenberg,66871,06384
11312,Thallwitz,4808,Error
11313,Thalmassing,93107,09453
11314,Thalmässing,91177,09173
11315,Thalwenden,37318,036083
11316,Thandorf,19217,038872
11317,Thannhausen,86470,08281
11318,Thanstein,92554,09976
11319,Tharandt,1737,039775
11320,Thedinghausen,27321,04204
11321,Theilenhofen,91741,09834
11322,Theilheim,97288,09303
11323,Theisbergstegen,66871,06384
11324,Theisseil,92637,0961
11325,Thelkow,18195,038205
11326,Themar,98660,036873
11327,Theres,97531,09521
11328,Thermalbad Wiesenbad,9488,Error
11329,Theuma,8541,08764
11330,Thiendorf,1561,Error
11331,Thierhaupten,86672,08276
11332,Thierschneck,7774,07807
11333,Thiersheim,95707,09235
11334,Thierstein,95199,09235
11335,Tholey,66636,06853
11336,Thomasburg,21401,05859
11337,Thomm,54317,06500
11338,Thonhausen,4626,Error
11339,Thörlingen,56291,06746
11340,Thörnich,54340,06507
11341,Thuine,49832,05902
11342,Thulendorf,18184,038204
11343,Thum,9419,Error
11344,Thumby,24351,04352
11345,Thundorf i.UFr.,97711,09733
11346,Thüngen,97289,09360
11347,Thüngersheim,97291,09364
11348,Thür,56743,02652
11349,Thürkow,17168,039977
11350,Thurmansbang,94169,08544
11351,Thurnau,95349,09271
11352,Thyrnau,94136,08501
11353,Tiddische,38473,05366
11354,Tiefenbach,84184,0871
11355,Tiefenbach,94113,08509
11356,Tiefenbach,93464,09673
11357,Tiefenbach,55471,06761
11358,Tiefenbach,88422,07582
11359,Tiefenbronn,75233,07234
11360,Tiefenthal,55546,0671
11361,Tiefenthal,67311,06351
11362,Tielen,24803,04333
11363,Tielenhemme,25794,04803
11364,Timmaspe,24644,04392
11365,Timmendorfer Strand,23669,04503
11366,Tinningstedt,25917,04662
11367,Tirpersdorf,8606,Error
11368,Tirschenreuth,95643,09631
11369,Tissa,7646,07245
11370,Tiste,27419,04282
11371,Titisee-Neustadt,79822,07669
11372,Titting,85135,08423
11373,Tittling,94104,08504
11374,Tittmoning,84529,08683
11375,Titz,52445,02461
11376,Toddin,19230,038852
11377,Todenbüttel,24819,04874
11378,Todendorf,22965,04534
11379,Todenroth,55481,06763
11380,Todesfelde,23826,04558
11381,Todtenweis,86447,08237
11382,Todtmoos,79682,07674
11383,Todtnau,79674,07671
11384,Töging am Inn,84513,08631
11385,Tolk,24894,04622
11386,Tömmelsdorf,7819,07462
11387,Tönisvorst,47918,02152
11388,Tonna,99958,036042
11389,Tonndorf,99438,036458
11390,Tönning,25832,04833
11391,Töpen,95183,09295
11392,Topfstedt,99718,036370
11393,Toppenstedt,21442,04173
11394,Torgau,4860,02553
11395,Torgau,4861,02568
11396,Torgelow,17358,03976
11397,Torgelow am See,17192,03991
11398,Tornesch,25436,04122
11399,Tostedt,21255,04180
11400,Tosterglope,21371,05851
11401,Tottleben,99947,03603
11402,Traben-Trarbach,56841,06541
11403,Trabitz,92724,09644
11404,Train,93358,09444
11405,Traisen,55595,0671
11406,Traitsching,93455,09974
11407,Tramm,19089,0385
11408,Tramm,21516,04151
11409,Trappenkamp,24610,04323
11410,Trappstadt,97633,09761
11411,Trassem,54441,06581
11412,Trassenheide,17449,038371
11413,Traunreut,83301,08669
11414,Traunreut,83368,08669
11415,Traunreut,83371,08621
11416,Traunreut,83374,08669
11417,Traunstein,83278,0861
11418,Trausnitz,92555,09655
11419,Trautskirchen,90619,09107
11420,Travenbrück,23843,04531
11421,Travenhorst,23827,04559
11422,Traventhal,23795,04551
11423,Trebbin,14959,033731
11424,Trebel,29494,05848
11425,Treben,4617,Error
11426,Trebendorf - Trjebin,2959,05872
11427,Trebgast,95367,09227
11428,Trebra,99718,036370
11429,Trebsen/Mulde,4687,Error
11430,Trebur,65468,06147
11431,Trechtingshausen,55413,Error
11432,Treffelstein,93492,09673
11433,Treffurt,99830,036926
11434,Treia,24896,04626
11435,Treis-Karden,56253,02672
11436,Tremsbüttel,22967,04531
11437,Trendelburg,34388,05675
11438,Trennewurth,25693,04853
11439,Trent,18569,038305
11440,Treplin,15236,0335
11441,Treuchtlingen,91757,09142
11442,Treuen,8233,08151
11443,Treuenbrietzen,14929,033748
11444,Triberg im Schwarzwald,78098,07722
11445,Tribsees,18465,038320
11446,Triebel,8606,Error
11447,Triefenstein,97855,09395
11448,Trier,54290,0651
11449,Trier,54292,0651
11450,Trier,54293,0651
11451,Trier,54294,0651
11452,Trier,54295,0651
11453,Trier,54296,0651
11454,Trierscheid,53520,02695
11455,Trierweiler,54311,0651
11456,Triftern,84371,08562
11457,Triglitz,16949,033981
11458,Trimbs,56753,02654
11459,Trimport,54636,06561
11460,Trinwillershagen,18320,038225
11461,Trippstadt,67705,06306
11462,Triptis,7819,07462
11463,Trittau,22946,04154
11464,Trittenheim,54349,06507
11465,Tröbitz,3253,Error
11466,Tröbnitz,7646,07245
11467,Tröchtelborn,99869,036202
11468,Trochtelfingen,72818,07124
11469,Trockenborn-Wolfersdorf,7646,07245
11470,Trogen,95183,09295
11471,Troisdorf,53840,02241
11472,Troisdorf,53842,02241
11473,Troisdorf,53844,02241
11474,Trollenhagen,17039,0395
11475,Tröndel,24321,04381
11476,Trossin,4880,Error
11477,Trossingen,78647,07425
11478,Tröstau,95709,09232
11479,Trostberg,83308,08621
11480,Trulben,66957,06331
11481,Trunkelsberg,87779,08331
11482,Tschernitz,3130,05136
11483,Tschirn,96367,09268
11484,Tübingen,72070,07071
11485,Tübingen,72072,07071
11486,Tübingen,72074,07071
11487,Tübingen,72076,07071
11488,Tuchenbach,90587,0911
11489,Tülau,38474,05833
11490,Tümlauer Koog,25881,04862
11491,Tunau,79677,07673
11492,Tuningen,78609,07464
11493,Tuntenhausen,83104,08065
11494,Türkenfeld,82299,08193
11495,Türkheim,86842,08245
11496,Turnow-Preilack,3185,05154
11497,Tussenhausen,86874,08261
11498,Tüßling,84577,08633
11499,Tutow,17129,039999
11500,Tüttendorf,24214,04346
11501,Tüttleben,99869,036202
11502,Tuttlingen,78532,07461
11503,Tutzing,82327,08158
11504,Tützpatz,17091,039602
11505,Twedt,24894,04622
11506,Twist,49767,05936
11507,Twistetal,34477,05631
11508,Twistringen,27239,04243
11509,Tyrlaching,84558,08634
11510,Übach-Palenberg,52531,02451
11511,Übereisenbach,54689,06550
11512,Überherrn,66802,06836
11513,Überlingen,88662,07551
11514,Übersee,83236,08642
11515,Ubstadt-Weiher,76698,Error
11516,Uchte,31600,05763
11517,Üchtelhausen,97532,09724
11518,Uckerfelde,17291,03984
11519,Ückeritz,17459,038375
11520,Uckerland,17337,039745
11521,Udenheim,55288,06734
11522,Uder,37318,036083
11523,Üdersdorf,54552,06592
11524,Udestedt,99198,0361
11525,Udler,54552,06592
11526,Uebigau-Wahrenbrück,4895,Error
11527,Uebigau-Wahrenbrück,4924,Error
11528,Uebigau-Wahrenbrück,4938,Error
11529,Ueckermünde,17373,039771
11530,Uedem,47589,02824
11531,Uehlfeld,91486,09163
11532,Uehrde,38170,05332
11533,Uelitz,19077,038753
11534,Uelsby,24860,04623
11535,Uelsen,49843,05942
11536,Uelversheim,55278,06138
11537,Uelvesbüll,25889,04864
11538,Uelzen,29525,0581
11539,Uersfeld,56767,02657
11540,Ueß,56767,02657
11541,Uetersen,25436,04122
11542,Uettingen,97292,09369
11543,Uetze,31311,05173
11544,Uffenheim,97215,09848
11545,Uffing am Staffelsee,82449,08846
11546,Uhingen,73066,07163
11547,Uhldingen-Mühlhofen,88690,07556
11548,Uhler,56290,06746
11549,Ühlingen-Birkendorf,79777,07747
11550,Uhlstädt-Kirchhasel,7407,07066
11551,Ulm,89073,0731
11552,Ulm,89075,0731
11553,Ulm,89077,0731
11554,Ulm,89079,0731
11555,Ulm,89081,0731
11556,Ulm,89160,07304
11557,Ulmen,56766,02676
11558,Ulmet,66887,06381
11559,Ulrichstein,35327,06645
11560,Ulsnis,24897,04641
11561,Umkirch,79224,07665
11562,Ummanz,18569,038305
11563,Ummendorf,39365,039293
11564,Ummendorf,88444,07351
11565,Ummern,29369,05083
11566,Ummerstadt,98663,036871
11567,Umpferstedt,99441,036454
11568,Undeloh,21274,04189
11569,Undeloh,29640,05198
11570,Undenheim,55278,06138
11571,Ungerhausen,87781,08393
11572,Unkel,53572,02224
11573,Unkenbach,67823,06362
11574,Unlingen,88527,07374
11575,Unna,59423,02303
11576,Unna,59425,02303
11577,Unna,59427,02303
11578,Unnau,57648,02661
11579,Unsleben,97618,09771
11580,Unstrut-Hainich,99991,Error
11581,Unstruttal,99996,Error
11582,Unterammergau,82497,08822
11583,Unterbodnitz,7646,07245
11584,Unterbreizbach,36414,036962
11585,Unterdießen,86944,08243
11586,Unterdietfurt,84339,08721
11587,Unteregg,87782,08269
11588,Untereisesheim,74257,07132
11589,Unterensingen,72669,07022
11590,Unterföhring,85774,089
11591,Untergriesbach,94107,08593
11592,Untergruppenbach,74199,07131
11593,Unterhaching,82008,089
11594,Unterjeckenbach,67746,06788
11595,Unterkirnach,78089,07725
11596,Unterleinleiter,91364,09198
11597,Untermarchtal,89617,07393
11598,Untermaßfeld,98617,03693
11599,Untermeitingen,86836,08232
11600,Untermerzbach,96190,09533
11601,Untermünkheim,74547,07944
11602,Unterneukirchen,84579,08633
11603,Unterpleichfeld,97294,09367
11604,Unterreichenbach,75399,Error
11605,Unterreit,83567,08073
11606,Unterroth,89299,07343
11607,Unterschleißheim,85716,089
11608,Unterschneidheim,73485,07966
11609,Unterschwaningen,91743,09836
11610,Untershausen,56412,06485
11611,Untersiemau,96253,09565
11612,Unterspreewald,15910,035474
11613,Unterstadion,89619,07393
11614,Untersteinach,95369,09225
11615,Unterthingau,87647,08377
11616,Unterwachingen,89597,07393
11617,Unterwaldhausen,88379,07587
11618,Unterweißbach,98744,Error
11619,Unterwellenborn,7333,07334
11620,Unterwössen,83246,08641
11621,Untrasried,87496,08306
11622,Unzenberg,55483,06763
11623,Upahl,23936,03881
11624,Upgant-Schott,26529,04934
11625,Uphusum,25923,04663
11626,Uplengen,26670,04489
11627,Uppershausen,54673,06564
11628,Urbach,73655,07181
11629,Urbach,73660,07181
11630,Urbach,56317,Error
11631,Urbach,99765,036333
11632,Urbar,56182,0261
11633,Urbar,55430,06744
11634,Urleben,99955,036041
11635,Urmersbach,56761,02653
11636,Urmitz,56220,02630
11637,Ursberg,86513,08281
11638,Urschmitt,56825,02678
11639,Ursensollen,92289,09628
11640,Urspringen,97857,09396
11641,Ürzig,54539,06532
11642,Usch,54655,06563
11643,Usedom,17406,038372
11644,Userin,17237,039826
11645,Usingen,61250,06081
11646,Uslar,37170,05571
11647,Ustersbach,86514,08236
11648,Utarp,26556,04975
11649,Utecht,19217,038872
11650,Utendorf,98617,03693
11651,Utersum,25938,04681
11652,Utscheid,54675,06522
11653,Uttenreuth,91080,09131
11654,Uttenweiler,88524,07374
11655,Üttfeld,54619,06559
11656,Utting am Ammersee,86919,08806
11657,Utzedel,17111,039994
11658,Utzenfeld,79694,07673
11659,Utzenhain,56291,06746
11660,Utzerath,54552,06592
11661,Üxheim,54579,02696
11662,Vaale,25572,04858
11663,Vaale,25594,04825
11664,Vaalermoor,25594,04825
11665,Vacha,36404,036963
11666,Vachdorf,98617,03693
11667,Vachendorf,83377,08662
11668,Vahlberg,38170,05332
11669,Vahlbruch,37647,05535
11670,Vahlde,27389,04265
11671,Vaihingen an der Enz,71665,07042
11672,Vallendar,56179,0261
11673,Valley,83626,08024
11674,Valwig,56812,02671
11675,Varel,26316,04451
11676,Varrel,27259,04274
11677,Vastorf,21397,04137
11678,Vaterstetten,85591,08106
11679,Vaterstetten,85598,08106
11680,Vaterstetten,85599,089
11681,Vaterstetten,85622,08106
11682,Vaterstetten,85646,08121
11683,Vechelde,38159,05300
11684,Vechta,49377,04441
11685,Veelböken,19205,03886
11686,Veilsdorf,98669,036878
11687,Veitsbronn,90587,0911
11688,Veitshöchheim,97209,0931
11689,Veitsrodt,55758,06785
11690,Velbert,42549,02051
11691,Velbert,42551,02051
11692,Velbert,42553,02051
11693,Velbert,42555,02051
11694,Velburg,92355,09182
11695,Velden,84149,Error
11696,Velden,91235,09152
11697,Veldenz,54472,06531
11698,Velen,46342,02863
11699,Velgast,18469,038324
11700,Vellahn,19260,038848
11701,Vellberg,74541,07907
11702,Vellmar,34246,0561
11703,Velpke,38458,05364
11704,Velten,16727,03304
11705,Veltheim,38173,05333
11706,Vendersheim,55578,06732
11707,Venningen,67482,06347
11708,Ventschow,19417,038482
11709,Verchen,17111,039994
11710,Verden (Aller),27283,04231
11711,Veringenstadt,72519,07577
11712,Verl,33415,05246
11713,Versmold,33775,05423
11714,Vestenbergsgreuth,91487,09552
11715,Vetschau/Spreewald,3226,Error
11716,Vettelschoß,53560,02645
11717,Vettweiß,52391,02252
11718,Viechtach,94234,09942
11719,Vielank,19303,038758
11720,Vielbach,56244,02666
11721,Vielitzsee,16835,033083
11722,Vierden,27419,04282
11723,Viereck,17309,03973
11724,Viereth-Trunstadt,96191,09503
11725,Vierherrenborn,54314,06587
11726,Vierhöfen,21444,04178
11727,Vierkirchen,85256,08139
11728,Vierkirchen,2894,Error
11729,Vierlinden,15306,03346
11730,Viernheim,68519,06204
11731,Viersen,41747,02162
11732,Viersen,41748,02162
11733,Viersen,41749,02162
11734,Viersen,41751,02162
11735,Vilgertshofen,86946,08194
11736,Villenbach,86637,08272
11737,Villingendorf,78667,07403
11738,Villingen-Schwenningen,78048,07721
11739,Villingen-Schwenningen,78050,07721
11740,Villingen-Schwenningen,78052,07721
11741,Villingen-Schwenningen,78054,07721
11742,Villingen-Schwenningen,78056,07721
11743,Villmar,65606,06474
11744,Vilsbiburg,84137,08741
11745,Vilseck,92249,09662
11746,Vilsheim,84186,08706
11747,Vilshofen an der Donau,94474,08541
11748,Vinningen,66957,06331
11749,Viöl,25884,04843
11750,Virneburg,56729,02651
11751,Visbek,49429,04445
11752,Visselhövede,27374,04237
11753,Vlotho,32602,05733
11754,Voerde (Niederrhein),46562,02855
11755,Vogelsang,15890,03364
11756,Vogelsang-Warsin,17375,039771
11757,Vogelsberg,99610,03634
11758,Vögelsen,21360,04131
11759,Vogt,88267,07529
11760,Vogtareuth,83569,08031
11761,Vogtei,99986,03601
11762,Vogtsburg im Kaiserstuhl,79235,Error
11763,Vohburg an der Donau,85088,08457
11764,Vohenstrauß,92648,09651
11765,Vöhl,34516,05635
11766,Vöhrenbach,78147,07657
11767,Vöhringen,89269,07306
11768,Vöhringen,72189,07454
11769,Voigtsdorf,17349,03966
11770,Volkach,97332,09381
11771,Volkenschwand,84106,08754
11772,Volkerode,37308,036082
11773,Völkersweiler,76857,06345
11774,Volkertshausen,78269,07774
11775,Volkerzen,57612,02681
11776,Volkesfeld,56745,02655
11777,Völklingen,66333,06898
11778,Volkmannsdorf,7924,07668
11779,Volkmarsen,34471,05693
11780,Vollersode,27729,04793
11781,Vollersroda,99438,036458
11782,Vollerwiek,25836,04862
11783,Vollmersbach,55758,06785
11784,Vollmershain,4626,Error
11785,Vollmersweiler,76744,07277
11786,Vollrathsruhe,17194,039926
11787,Vollstedt,25821,04671
11788,Völpke,39393,039402
11789,Völschow,17129,039999
11790,Volsemenhusen,25693,04853
11791,Voltlage,49599,05467
11792,Volxheim,55546,0671
11793,Vorbach,95519,09205
11794,Vorbeck,18258,03844
11795,Vorderweidenthal,76889,06349
11796,Vordorf,38533,05304
11797,Vorra,91247,09152
11798,Vörstetten,79279,07665
11799,Vorwerk,27412,04283
11800,Vreden,48691,02564
11801,Vrees,49757,05956
11802,Waabs,24369,04352
11803,Waake,37136,05507
11804,Waakirchen,83666,08021
11805,Waal,86875,08246
11806,Wabern,34590,05683
11807,Wachau,1454,033206
11808,Wachenheim,67591,06243
11809,Wachenheim an der Weinstraße,67157,06322
11810,Wachenroth,96193,09548
11811,Wachstedt,37359,036075
11812,Wachtberg,53343,0228
11813,Wachtendonk,47669,02836
11814,Wächtersbach,63607,06053
11815,Wacken,25596,04827
11816,Wackerow,17498,03834
11817,Wackersberg,83646,08041
11818,Wackersdorf,92442,09431
11819,Waddeweitz,29496,05849
11820,Wadern,66687,06871
11821,Wadersloh,59329,02520
11822,Wadgassen,66787,06834
11823,Waffenbrunn,93494,09975
11824,Wagenfeld,49419,05774
11825,Wagenhausen,56826,02677
11826,Wagenhoff,38559,05376
11827,Wagersrott,24392,04641
11828,Waghäusel,68753,07254
11829,Waging am See,83329,08681
11830,Wahlbach,55494,06764
11831,Wahlenau,55491,06543
11832,Wahlhausen,37318,036083
11833,Wahlheim,55234,06737
11834,Wahlrod,57614,02684
11835,Wahlstedt,23812,04554
11836,Wahlstorf,24211,04342
11837,Wahnwegen,66909,06384
11838,Wahrenholz,29399,05835
11839,Waiblingen,71332,07151
11840,Waiblingen,71334,07151
11841,Waiblingen,71336,07151
11842,Waibstadt,74915,07261
11843,Waidhaus,92726,09652
11844,Waidhofen,86579,08252
11845,Waigandshain,56477,02664
11846,Waigolshausen,97534,09384
11847,Wain,88489,07353
11848,Wain,89165,07347
11849,Waischenfeld,91344,09202
11850,Wakendorf I,23845,04535
11851,Wakendorf II,24558,04193
11852,Walchum,26907,04963
11853,Wald,87616,08342
11854,Wald,93192,09468
11855,Wald,88639,07578
11856,Waldachtal,72178,07443
11857,Waldalgesheim,55425,06721
11858,Waldaschaff,63857,06095
11859,Waldböckelheim,55596,06758
11860,Waldbreitbach,56588,02638
11861,Waldbröl,51545,02291
11862,Waldbronn,76337,07243
11863,Waldbrunn,97295,09306
11864,Waldbrunn,65620,06479
11865,Waldbrunn,69429,06274
11866,Waldburg,88289,07529
11867,Waldbüttelbrunn,97297,09369
11868,Walddorfhäslach,72141,07127
11869,Waldeck,34513,05634
11870,Waldeck,7646,07245
11871,Waldems,65529,06126
11872,Waldenbuch,71111,07157
11873,Waldenburg,74638,07942
11874,Waldenburg,8396,Error
11875,Walderbach,93194,09464
11876,Waldershof,95679,09231
11877,Waldesch,56323,02628
11878,Waldfeucht,52525,02452
11879,Waldfischbach-Burgalben,67714,06333
11880,Waldgrehweiler,67822,06362
11881,Waldhambach,76857,06345
11882,Waldheim,4736,Error
11883,Waldhof-Falkenstein,54673,06564
11884,Waldhufen,2906,Error
11885,Waldkappel,37284,05658
11886,Waldkirch,79183,07681
11887,Waldkirchen,94065,08581
11888,Waldkraiburg,84478,08638
11889,Waldlaubersheim,55444,06724
11890,Waldleiningen,67693,06303
11891,Wald-Michelbach,69483,06207
11892,Waldmohr,66914,06373
11893,Waldmühlen,56479,02664
11894,Waldmünchen,93449,09978
11895,Waldorf,53498,02642
11896,Waldrach,54320,06500
11897,Waldrohrbach,76857,06345
11898,Waldsassen,95652,09632
11899,Waldsee,67165,06236
11900,Waldshut-Tiengen,79761,07741
11901,Waldsieversdorf,15377,033433
11902,Waldsolms,35647,06085
11903,Waldstetten,89367,08223
11904,Waldstetten,73550,07171
11905,Waldthurn,92727,09657
11906,Waldweiler,54429,06589
11907,Walhausen,56865,06545
11908,Walheim,74399,07143
11909,Walkendorf,17179,039971
11910,Walkenried,37445,05525
11911,Walkertshofen,86877,08239
11912,Walksfelde,23896,04543
11913,Walldorf,69190,06227
11914,Walldürn,63928,09378
11915,Walldürn,74731,06285
11916,Wallen,25788,04803
11917,Wallenborn,54570,06591
11918,Wallendorf,54675,06522
11919,Wallenfels,96346,09262
11920,Wallenhorst,49134,05407
11921,Wallerfangen,66798,06837
11922,Wallerfing,94574,09936
11923,Wallersdorf,94522,09424
11924,Wallersheim,54597,06556
11925,Wallerstein,86757,09081
11926,Wallertheim,55578,06732
11927,Wallgau,82499,08825
11928,Wallhalben,66917,06375
11929,Wallhausen,74599,07955
11930,Wallhausen,55595,0671
11931,Wallhausen,6528,Error
11932,Wallmenroth,57584,02741
11933,Wallmerod,56414,06435
11934,Wallsbüll,24980,04639
11935,Wallscheid,54531,06572
11936,Wallstawe,29413,Error
11937,Walluf,65396,06123
11938,Walow,17209,Error
11939,Walpernhain,7613,0721
11940,Walpertskirchen,85469,08122
11941,Walschleben,99189,036201
11942,Walsdorf,54578,06593
11943,Walsdorf,96194,09549
11944,Walshausen,66484,06339
11945,Walsheim,76833,06345
11946,Walsleben,16818,033920
11947,Walsrode,29664,05161
11948,Walsrode,29699,05161
11949,Waltenhausen,86480,08263
11950,Waltenhofen,87448,08303
11951,Walterschen,57632,02685
11952,Waltersdorf,7646,07245
11953,Waltershausen,99880,036259
11954,Walting,85137,08426
11955,Waltrop,45731,02363
11956,Walzbachtal,75045,07203
11957,Wanderup,24997,04606
11958,Wandlitz,16348,033397
11959,Wanfried,37281,05655
11960,Wang,85368,08761
11961,Wangelau,21483,04151
11962,Wangelnstedt,37627,05532
11963,Wangels,23758,04361
11964,Wangen,73117,07161
11965,Wangen im Allgäu,88239,07529
11966,Wangerland,26434,04463
11967,Wangerooge,26486,04469
11968,Wankendorf,24601,04323
11969,Wanna,21776,04757
11970,Wannweil,72827,07121
11971,Wanzleben-Börde,39164,039293
11972,Wapelfeld,24594,04871
11973,Warberg,38378,05355
11974,Warburg,34414,05641
11975,Wardenburg,26203,04407
11976,Warder,24646,04392
11977,Wardow,18299,038459
11978,Warendorf,48231,02581
11979,Waren (Müritz),17192,03991
11980,Warin,19417,038482
11981,Warlitz,19230,038852
11982,Warlow,19288,038754
11983,Warmensteinach,95485,09277
11984,Warmsen,31606,05704
11985,Warmsroth,55442,06724
11986,Warnau,24250,04302
11987,Warngau,83627,08025
11988,Warnkenhagen,17168,039977
11989,Warnow,23936,03881
11990,Warnow,23948,038825
11991,Warnow,18249,038464
11992,Warpe,27333,04251
11993,Warrenzin,17111,039994
11994,Warringholz,25560,04825
11995,Warsow,19075,03865
11996,Warstein,59581,02902
11997,Wartenberg,36367,06641
11998,Wartenberg,85456,08762
11999,Wartenberg-Rohrbach,67681,06303
12000,Warthausen,88447,07351
12001,Wartmannsroth,97797,09357
12002,Warwerort,25761,04834
12003,Wasbek,24647,04321
12004,Wasbüttel,38553,05374
12005,Wäschenbeuren,73116,07161
12006,Wäschenbeuren,73547,07172
12007,Wasenbach,56370,06486
12008,Wassenach,56653,02636
12009,Wassenberg,41849,02432
12010,Wasserburg am Inn,83512,08071
12011,Wasserburg (Bodensee),88142,08382
12012,Wasserliesch,54332,06501
12013,Wasserlosen,97535,09726
12014,Wasserthaleben,99718,036370
12015,Wassertrüdingen,91717,09832
12016,Wasungen,98634,036941
12017,Wathlingen,29339,05144
12018,Wattenbek,24582,04322
12019,Wattendorf,96196,09504
12020,Wattenheim,67319,06356
12021,Watzerath,54595,06551
12022,Wawern,54612,06553
12023,Wawern,54441,06581
12024,Waxweiler,54649,06554
12025,Wechingen,86759,09085
12026,Wechselburg,9306,Error
12027,Weddelbrook,24576,04192
12028,Weddingstedt,25795,0481
12029,Wedel,22880,04103
12030,Wedemark,30900,05130
12031,Wedendorfersee,19217,038872
12032,Weede,23795,04551
12033,Weener,26826,04953
12034,Wees,24999,0461
12035,Weesby,24994,04605
12036,Weeze,47652,02837
12037,Wefensleben,39365,039293
12038,Wegberg,41844,02434
12039,Wegeleben,38828,039423
12040,Wegscheid,94110,08592
12041,Wehingen,78564,07426
12042,Wehlen,1829,038457
12043,Wehnde,37339,03605
12044,Wehr,56653,02636
12045,Wehr,79664,07761
12046,Wehrbleck,27259,04274
12047,Wehrbleck,49453,05444
12048,Wehretal,37287,05658
12049,Wehrheim,61273,06081
12050,Wehringen,86517,08234
12051,Weibern,56745,02655
12052,Weibersbrunn,63879,06094
12053,Weichering,86706,08450
12054,Weichs,85258,08136
12055,Weida,7570,Error
12056,Weiden,55758,06785
12057,Weidenbach,91746,09826
12058,Weidenbach,56355,06772
12059,Weidenbach,54570,06591
12060,Weidenberg,95466,09278
12061,Weidenhahn,56244,02666
12062,Weiden in der Oberpfalz,92637,0961
12063,Weidenstetten,89197,07340
12064,Weidenthal,67475,06329
12065,Weidhausen b.Coburg,96279,09562
12066,Weiding,93495,09977
12067,Weiding,92557,09674
12068,Weidingen,54636,06561
12069,Weigendorf,91249,09154
12070,Weigenheim,97215,09848
12071,Weihenzell,91629,0981
12072,Weiherhammer,92700,Error
12073,Weiherhammer,92729,09605
12074,Weihmichl,84107,08708
12075,Weikersheim,97990,07934
12076,Weil,86947,08195
12077,Weil am Rhein,79576,07621
12078,Weilar,36457,036965
12079,Weilbach,63937,09373
12080,Weilburg,35781,06471
12081,Weil der Stadt,71263,07033
12082,Weilen unter den Rinnen,72367,07427
12083,Weiler,56729,02651
12084,Weiler,56825,02678
12085,Weilerbach,67685,06374
12086,Weiler bei Bingen,55413,Error
12087,Weiler bei Monzingen,55627,06754
12088,Weilersbach,91365,09194
12089,Weiler-Simmerberg,88171,08387
12090,Weilerswist,53919,02254
12091,Weilheim,79809,07755
12092,Weilheim an der Teck,73235,07023
12093,Weilheim in Oberbayern,82362,0881
12094,Weil im Schönbuch,71093,07031
12095,Weilmünster,35789,06472
12096,Weilrod,61276,06083
12097,Weiltingen,91744,09853
12098,Weimar,99423,03643
12099,Weimar,99425,03643
12100,Weimar,99427,03643
12101,Weimar,99428,03643
12102,Weimar (Lahn),35096,06421
12103,Weinähr,56379,02604
12104,Weinbach,35796,06474
12105,Weinböhla,1689,Error
12106,Weingarten,76356,07244
12107,Weingarten,88250,07244
12108,Weingarten (Pfalz),67366,06344
12109,Weinheim,69469,06201
12110,Weinolsheim,55278,06138
12111,Weinsberg,74189,07134
12112,Weinsheim,54595,06551
12113,Weinsheim,55595,0671
12114,Weinstadt,71384,07151
12115,Weira,7806,Error
12116,Weischlitz,8538,08133
12117,Weisel,56348,06774
12118,Weisen,19322,03877
12119,Weisenbach,76599,07224
12120,Weisendorf,91085,09193
12121,Weisenheim am Berg,67273,06353
12122,Weisenheim am Sand,67256,06353
12123,Weiskirchen,66709,06876
12124,Weismain,96260,09576
