,Unnamed: 0,ort,plz,vorwahl
2828,2828,Eichwalde,15732,033762
2829,2829,Eickeloh,29693,05164
2830,2830,Eicklingen,29358,05144
2831,2831,Eigeltingen,78253,07774
2832,2832,Eilenburg,4838,03423
2833,2833,Eilscheid,54649,06554
2834,2834,Eilsleben,39365,039293
2835,2835,Eime,31036,05182
2836,2836,Eimeldingen,79591,07621
2837,2837,Eimen,37632,05534
2838,2838,Eimke,29578,05826
2839,2839,Eimsheim,55278,06138
2840,2840,Einbeck,37574,05561
2841,2841,Eineborn,7646,07245
2842,2842,Einhaus,23911,04541
2843,2843,Einhausen,64683,06251
2844,2844,Einhausen,98617,03693
2845,2845,Einig,56751,02654
2846,2846,Einöllen,67753,06304
2847,2847,Einselthum,67308,06355
2848,2848,Eiselfing,83549,08071
2849,2849,Eisenach,99817,03691
2850,2850,Eisenach,54298,06506
2851,2851,Eisenbach,79871,07657
2852,2852,Eisenberg,87637,08364
2853,2853,Eisenberg,7607,036691
2854,2854,Eisenberg (Pfalz),67304,06351
2855,2855,Eisendorf,24589,04392
2856,2856,Eisenheim,97247,09386
2857,2857,Eisenhüttenstadt,15890,03364
2858,2858,Eisenschmitt,54533,06572
2859,2859,Eisfeld,98673,03686
2860,2860,Eisighofen,56370,06486
2861,2861,Eisingen,75239,07232
2862,2862,Eisingen,97249,09306
2863,2863,Eislingen/Fils,73054,07161
2864,2864,Eitelborn,56337,02620
2865,2865,Eitensheim,85117,08458
2866,2866,Eiterfeld,36132,06672
2867,2867,Eitorf,53783,02243
2868,2868,Eitting,85462,08761
2869,2869,Eixen,18334,038229
2870,2870,Elbe,38274,05345
2871,2871,Elben,57580,02747
2872,2872,Elbe-Parey,39307,039342
2873,2873,Elbe-Parey,39317,039349
2874,2874,Elbingen,56459,02663
2875,2875,Elbingerode,37412,05521
2876,2876,Elbtal,65627,06436
2877,2877,Elchesheim-Illingen,76477,07245
2878,2878,Elchingen,89081,0731
2879,2879,Elchingen,89275,07308
2880,2880,Elchweiler,55765,06782
2881,2881,Eldena,19294,038758
2882,2882,Eldetal,17209,039925
2883,2883,Eldingen,29351,05148
2884,2884,Elfershausen,97725,09704
2885,2885,Elgersburg,98716,03677
2886,2886,Elisabeth-Sophien-Koog,25845,04842
2887,2887,Elkenroth,57578,02747
2888,2888,Elleben,99334,0361
2889,2889,Ellefeld,8236,0881
2890,2890,Ellenberg,73488,07962
2891,2891,Ellenberg,55765,06782
2892,2892,Ellenhausen,56242,02626
2893,2893,Ellenz-Poltersdorf,56821,02673
2894,2894,Ellerau,25479,04106
2895,2895,Ellerbek,25474,040
2896,2896,Ellerdorf,24589,04392
2897,2897,Ellerhoop,25373,04120
2898,2898,Ellern (Hunsrück),55497,06764
2899,2899,Ellerstadt,67158,06237
2900,2900,Ellgau,86679,08273
2901,2901,Ellhofen,74248,07134
2902,2902,Ellhöft,25923,04663
2903,2903,Ellingen,91792,09141
2904,2904,Ellingshausen,98617,03693
2905,2905,Ellingstedt,24870,04627
2906,2906,Ellrich,99755,036331
2907,2907,Ellscheid,54552,06592
2908,2908,Ellwangen (Jagst),73479,07961
2909,2909,Ellweiler,55765,06782
2910,2910,Ellzee,89352,08223
2911,2911,Elmenhorst,18510,038327
2912,2912,Elmenhorst,23869,04531
2913,2913,Elmenhorst,21493,04151
2914,2914,Elmenhorst/Lichtenhagen,18107,0381
2915,2915,Elmshorn,25335,04121
2916,2916,Elmshorn,25336,04121
2917,2917,Elmshorn,25337,04121
2918,2918,Elmstein,67471,06328
2919,2919,Elpersbüttel,25704,04832
2920,2920,Elsdorf,50189,02274
2921,2921,Elsdorf,27404,04281
2922,2922,Elsdorf-Westermühlen,24800,04335
2923,2923,Elsendorf,84094,08753
2924,2924,Elsenfeld,63820,09374
2925,2925,Elsfleth,26931,04485
2926,2926,Elskop,25361,04824
2927,2927,Elsnig,4880,034223
2928,2928,Elsoff (Westerwald),56479,02664
2929,2929,Elsteraue,6729,06352
2930,2930,Elsterberg,7985,07656
2931,2931,Elsterheide - Halštrowska Hola,2979,035751
2932,2932,Elstertrebnitz,4523,0201
2933,2933,Elsterwerda,4910,03533
2934,2934,Elstra - Halštrow,1920,038874
2935,2935,Elterlein,9481,037754
2936,2936,Eltmann,97483,09522
2937,2937,Eltville am Rhein,65343,06123
2938,2938,Eltville am Rhein,65344,06123
2939,2939,Eltville am Rhein,65345,06123
2940,2940,Eltville am Rhein,65346,06123
2941,2941,Eltville am Rhein,65347,06123
2942,2942,Elxleben,99334,0361
2943,2943,Elxleben,99189,036201
2944,2944,Elz,65604,06485
2945,2945,Elzach,79215,07682
2946,2946,Elze,31008,05068
2947,2947,Elztal,74834,06293
2948,2948,Elzweiler,66887,06381
2949,2949,Embsen,21409,04134
2950,2950,Embühren,24819,04874
2951,2951,Emden,26721,04921
2952,2952,Emden,26723,04921
2953,2953,Emden,26725,04921
2954,2954,Emeringen,88499,07371
2955,2955,Emerkingen,89607,07374
2956,2956,Emersacker,86494,08293
2957,2957,Emkendorf,24802,04330
2958,2958,Emleben,99869,036202
2959,2959,Emlichheim,49824,05944
2960,2960,Emmelbaum,54673,06564
2961,2961,Emmelsbüll-Horsbüll,25924,04668
2962,2962,Emmelshausen,56281,06747
2963,2963,Emmendingen,79312,07641
2964,2964,Emmendorf,29579,05875
2965,2965,Emmerich am Rhein,46446,02822
2966,2966,Emmering,83550,08067
2967,2967,Emmering,82275,08142
2968,2968,Emmerthal,31860,05155
2969,2969,Emmerting,84547,08679
2970,2970,Emmerzhausen,57520,02747
2971,2971,Emmingen-Liptingen,78576,07465
2972,2972,Empfertshausen,36452,036964
2973,2973,Empfingen,72186,07483
2974,2974,Emsbüren,48488,05923
2975,2975,Emsdetten,48282,02572
2976,2976,Emskirchen,91448,09104
2977,2977,Emstek,49685,04473
2978,2978,Emtinghausen,27321,04204
2979,2979,Emtmannsberg,95517,09278
2980,2980,Endingen,79346,07642
2981,2981,Endlichhofen,56355,06772
2982,2982,Endschütz,7570,036603
2983,2983,Engden,48465,05923
2984,2984,Engelbrechtsche Wildnis,25348,04124
2985,2985,Engelsberg,84549,08634
2986,2986,Engelsbrand,75331,07235
2987,2987,Engelschoff,21710,04144
2988,2988,Engelskirchen,51766,02263
2989,2989,Engelstadt,55270,06131
2990,2990,Engelthal,91238,09158
2991,2991,Engen,78234,07733
2992,2992,Enger,32130,05224
2993,2993,Enge-Sande,25917,04662
2994,2994,Engstingen,72829,07385
2995,2995,Eningen unter Achalm,72800,07121
2996,2996,Enkenbach-Alsenborn,67677,06303
2997,2997,Enkirch,56850,06541
2998,2998,Ennepetal,58256,02333
2999,2999,Ennigerloh,59320,02524
3000,3000,Ensch,54340,06507
3001,3001,Ensdorf,92266,09624
3002,3002,Ensdorf/Saar,66806,06831
3003,3003,Ense,59469,02928
3004,3004,Ensheim,55232,06731
3005,3005,Enspel,57647,02661
3006,3006,Enzen,54646,06527
3007,3007,Enzklösterle,75337,07085
3008,3008,Epenwöhrden,25704,04832
3009,3009,Epfenbach,74925,07263
3010,3010,Epfendorf,78736,07404
3011,3011,Eppelborn,66571,06881
3012,3012,Eppelheim,69214,06221
3013,3013,Eppelsheim,55234,06737
3014,3014,Eppenberg,56759,02653
3015,3015,Eppenbrunn,66957,06331
3016,3016,Eppendorf,9575,037293
3017,3017,Eppenrod,65558,06432
3018,3018,Eppenschlag,94536,08553
3019,3019,Eppertshausen,64859,06071
3020,3020,Eppingen,75031,07262
3021,3021,Eppishausen,87745,08266
3022,3022,Eppstein,65817,06198
3023,3023,Erbach,64711,06062
3024,3024,Erbach,64743,06062
3025,3025,Erbach,55494,06764
3026,3026,Erbach,89155,07305
3027,3027,Erbendorf,92681,09682
3028,3028,Erbenhausen,98634,036941
3029,3029,Erbes-Büdesheim,55234,06737
3030,3030,Erden,54492,06532
3031,3031,Erdesbach,66887,06381
3032,3032,Erding,85435,08122
3033,3033,Erdmannhausen,71729,07144
3034,3034,Erdweg,85253,08135
3035,3035,Eresing,86922,08193
3036,3036,Eresing,86926,08193
3037,3037,Eresing,86941,08193
3038,3038,Erfde,24803,04333
3039,3039,Erftstadt,50374,02235
3040,3040,Erfurt,99084,0361
3041,3041,Erfurt,99085,0361
3042,3042,Erfurt,99086,0361
3043,3043,Erfurt,99087,0361
3044,3044,Erfurt,99089,0361
3045,3045,Erfurt,99090,0361
3046,3046,Erfurt,99091,0361
3047,3047,Erfurt,99092,0361
3048,3048,Erfurt,99094,0361
3049,3049,Erfurt,99095,0361
3050,3050,Erfurt,99096,0361
3051,3051,Erfurt,99097,0361
3052,3052,Erfurt,99098,0361
3053,3053,Erfurt,99099,0361
3054,3054,Erfweiler,66996,06393
3055,3055,Ergersheim,91465,09847
3056,3056,Ergeshausen,56368,06486
3057,3057,Ergolding,84030,0871
3058,3058,Ergoldsbach,84061,08774
3059,3059,Erharting,84513,08631
3060,3060,Ering,94140,08573
3061,3061,Eriskirch,88097,07541
3062,3062,Erkelenz,41812,02431
3063,3063,Erkenbrechtsweiler,73268,07026
3064,3064,Erkerode,38173,05333
3065,3065,Erkheim,87746,08336
3066,3066,Erkner,15537,03362
3067,3067,Erkrath,40699,0211
3068,3068,Erlabrunn,97250,09364
3069,3069,Erlangen,91052,09131
3070,3070,Erlangen,91054,09131
3071,3071,Erlangen,91056,09131
3072,3072,Erlangen,91058,09131
3073,3073,Erlau,9306,034346
3074,3074,Erlbach,84567,08670
3075,3075,Erlenbach,74235,07132
3076,3076,Erlenbach am Main,63906,09372
3077,3077,Erlenbach bei Dahn,76891,06394
3078,3078,Erlenbach bei Kandel,76872,06349
3079,3079,Erlenbach b. Marktheidenfeld,97837,09391
3080,3080,Erlenmoos,88416,07358
3081,3081,Erlensee,63526,06183
3082,3082,Erligheim,74391,07143
3083,3083,Ermershausen,96126,09532
3084,3084,Erndtebrück,57339,02753
3085,3085,Ernsgaden,85119,08407
3086,3086,Ernst,56814,02671
3087,3087,Ernzen,54668,06523
3088,3088,Erolzheim,88453,07354
3089,3089,Erpel,53579,02644
3090,3090,Erpolzheim,67167,06353
3091,3091,Ersfeld,57635,02686
3092,3092,Ertingen,88521,07371
3093,3093,Erwitte,59597,02943
3094,3094,Erxleben,39343,039202
3095,3095,Erzenhausen,67685,06374
3096,3096,Erzhausen,64390,06150
3097,3097,Esch,54585,06597
3098,3098,Esch,54518,06535
3099,3099,Eschach,73569,07975
3100,3100,Eschau,63863,09374
3101,3101,Eschbach,56357,06772
3102,3102,Eschbach,76831,06349
3103,3103,Eschbach,79427,07633
3104,3104,Eschborn,65760,069
3105,3105,Eschbronn,78664,07403
3106,3106,Esche,49828,05946
3107,3107,Escheburg,21039,040
3108,3108,Eschede,29348,05142
3109,3109,Eschede,29359,05142
3110,3110,Eschede,29361,05142
3111,3111,Eschelbronn,74927,06226
3112,3112,Eschenbach,73037,07161
3113,3113,Eschenbach,73107,07161
3114,3114,Eschenbach i.d.OPf.,92676,09645
3115,3115,Eschenbergen,99869,036202
3116,3116,Eschenburg,35713,02774
3117,3117,Eschenlohe,82438,08841
3118,3118,Eschershausen,37632,05534
3119,3119,Eschfeld,54619,06559
3120,3120,Eschlkam,93458,09947
3121,3121,Eschwege,37269,05651
3122,3122,Eschweiler,52249,02403
3123,3123,Esens,26427,04971
3124,3124,Esgrus,24402,04637
3125,3125,Eslarn,92693,09653
3126,3126,Eslohe,59889,02973
3127,3127,Espelkamp,32339,05772
3128,3128,Espenau,34314,05673
3129,3129,Eßbach,7924,07668
3130,3130,Essel,29690,05071
3131,3131,Esselbach,97839,09394
3132,3132,Esselborn,55234,06737
3133,3133,Essen,45127,0201
3134,3134,Essen,45128,0201
3135,3135,Essen,45130,0201
3136,3136,Essen,45131,0201
3137,3137,Essen,45133,0201
3138,3138,Essen,45134,0201
3139,3139,Essen,45136,0201
3140,3140,Essen,45138,0201
3141,3141,Essen,45139,0201
3142,3142,Essen,45141,0201
3143,3143,Essen,45143,0201
3144,3144,Essen,45144,0201
3145,3145,Essen,45145,0201
3146,3146,Essen,45147,0201
3147,3147,Essen,45149,0201
3148,3148,Essen,45219,0201
3149,3149,Essen,45239,0201
3150,3150,Essen,45257,0201
3151,3151,Essen,45259,0201
3152,3152,Essen,45276,0201
3153,3153,Essen,45277,0201
3154,3154,Essen,45279,0201
3155,3155,Essen,45289,0201
3156,3156,Essen,45307,0201
3157,3157,Essen,45309,0201
3158,3158,Essen,45326,0201
3159,3159,Essen,45327,0201
3160,3160,Essen,45329,0201
3161,3161,Essen,45355,0201
3162,3162,Essen,45356,0201
3163,3163,Essen,45357,0201
3164,3164,Essen,45359,0201
3165,3165,Essenbach,84051,08703
3166,3166,Essenheim,55270,06131
3167,3167,Essen (Oldenburg),49632,05438
3168,3168,Essing,93343,09447
3169,3169,Essingen,76879,06347
3170,3170,Essingen,73457,07365
3171,3171,Essingen,73563,07174
3172,3172,Essingen,73566,07173
3173,3173,Eßlingen,54636,06561
3174,3174,Esslingen am Neckar,73728,0711
3175,3175,Esslingen am Neckar,73730,0711
3176,3176,Esslingen am Neckar,73732,0711
3177,3177,Esslingen am Neckar,73733,0711
3178,3178,Esslingen am Neckar,73734,0711
3179,3179,Eßweiler,67754,06304
3180,3180,Estenfeld,97230,09305
3181,3181,Esterwegen,26897,04967
3182,3182,Esthal,67466,06325
3183,3183,Esthal,67468,06329
3184,3184,Esthal,67472,06328
3185,3185,Estorf,21727,04140
3186,3186,Estorf,31629,05025
3187,3187,Etgert,54424,06504
3188,3188,Etschberg,66871,06384
3189,3189,Ettal,82488,08822
3190,3190,Etteldorf,54655,06563
3191,3191,Ettenheim,77955,07822
3192,3192,Ettenstatt,91796,09148
3193,3193,Ettersburg,99439,03643
3194,3194,Ettinghausen,56244,02666
3195,3195,Ettlingen,76275,07243
3196,3196,Ettringen,56729,02651
3197,3197,Ettringen,86833,08262
3198,3198,Etzbach,57539,02682
3199,3199,Etzelwang,92268,09663
3200,3200,Etzenricht,92694,0961
3201,3201,Etzleben,6577,06198
3202,3202,Euerbach,97502,09726
3203,3203,Euerdorf,97717,09704
3204,3204,Eulenberg,57632,02685
3205,3205,Eulenbis,67685,06374
3206,3206,Eulgem,56761,02653
3207,3207,Eurasburg,86495,08208
3208,3208,Eurasburg,82547,08171
3209,3209,Euscheid,54597,06556
3210,3210,Euskirchen,53879,02251
3211,3211,Euskirchen,53881,02251
3212,3212,Eußenheim,97776,09350
3213,3213,Eußerthal,76857,06345
3214,3214,Eutin,23701,04521
3215,3215,Eutingen im Gäu,72184,07483
3216,3216,Eversmeer,26556,04975
3217,3217,Everswinkel,48351,02526
3218,3218,Evessen,38173,05333
3219,3219,Ewighausen,56244,02666
3220,3220,Extertal,32699,05262
3221,3221,Eydelstedt,49406,05442
3222,3222,Eyendorf,21376,04172
3223,3223,Eystrup,27324,04254
3224,3224,Fachbach,56133,02603
3225,3225,Fahrdorf,24857,04621
3226,3226,Fahren,24253,04348
3227,3227,Fahrenbach,74864,06267
3228,3228,Fahrenkrug,23795,04551
3229,3229,Fahrenwalde,17309,03973
3230,3230,Fahrenzhausen,85777,08133
3231,3231,Faid,56814,02671
3232,3232,Falkenberg,84326,08727
3233,3233,Falkenberg,95685,09637
3234,3234,Falkenberg,16259,033368
3235,3235,Falkenberg/Elster,4895,035363
3236,3236,Falkenfels,94350,09964
3237,3237,Falkenhagen (Mark),15306,03346
3238,3238,Falkensee,14612,03322
3239,3239,Falkenstein,93167,09462
3240,3240,Falkenstein,67808,06357
3241,3241,Falkenstein/Harz,6333,03476
3242,3242,Falkenstein/Harz,6463,034743
3243,3243,Falkenstein/Harz,6543,06145
3244,3244,Falkenstein/Vogtland,8223,08141
3245,3245,Falkenstein/Vogtland,8239,08847
3246,3246,Fambach,98597,036848
3247,3247,Farchant,82490,08821
3248,3248,Fargau-Pratjau,24256,04303
3249,3249,Farnstädt,6279,034774
3250,3250,Farschweiler,54317,06500
3251,3251,Farven,27446,04284
3252,3252,Faßberg,29328,05055
3253,3253,Faulbach,97906,09392
3254,3254,Faulenrost,17139,03994
3255,3255,Fedderingen,25779,04836
3256,3256,Fehl-Ritzhausen,56472,02661
3257,3257,Fehmarn,23769,04371
3258,3258,Fehrbellin,16818,033920
3259,3259,Fehrbellin,16833,033922
3260,3260,Fehrbellin,16845,033978
3261,3261,Feichten an der Alz,84550,08634
3262,3262,Feilbingert,67824,06708
3263,3263,Feilitzsch,95183,09295
3264,3264,Feilsdorf,54636,06561
3265,3265,Feldafing,82340,08157
3266,3266,Feldatal,36325,06637
3267,3267,Feldberg,79868,07655
3268,3268,Feldberger Seenlandschaft,17258,03964
3269,3269,Felde,24242,04340
3270,3270,Feldhorst,23858,04533
3271,3271,Feldkirchen,94351,09420
3272,3272,Feldkirchen,85622,08106
3273,3273,Feldkirchen-Westerham,83620,08063
3274,3274,Felixsee,3130,05136
3275,3275,Fell,54341,06502
3276,3276,Fellbach,70734,0711
3277,3277,Fellbach,70736,0711
3278,3278,Fellen,97778,09356
3279,3279,Fellheim,87748,08335
3280,3280,Felm,24161,04349
3281,3281,Felm,24214,04346
3282,3282,Felm,24244,04346
3283,3283,Felsberg,34587,05662
3284,3284,Fensdorf,57580,02747
3285,3285,Fensterbach,92269,09438
3286,3286,Ferdinandshof,17379,039778
3287,3287,Ferna,37339,03605
3288,3288,Fernwald,35463,06404
3289,3289,Ferschweiler,54668,06523
3290,3290,Feucht,90537,09128
3291,3291,Feuchtwangen,91555,09855
3292,3292,Feuerscheid,54597,06556
3293,3293,Feusdorf,54584,06597
3294,3294,Fichtelberg,95686,09272
3295,3295,Fichtenau,74579,07962
3296,3296,Fichtenberg,74427,07971
3297,3297,Fichtenhöhe,15306,03346
3298,3298,Fichtwald,4936,035361
3299,3299,Fiefbergen,24217,04344
3300,3300,Fiersbach,57635,02686
3301,3301,Filderstadt,70794,0711
3302,3302,Filderstadt,71111,07157
3303,3303,Filsen,56341,06773
3304,3304,Filsum,26849,04957
3305,3305,Filz,56766,02676
3306,3306,Fincken,17209,039922
3307,3307,Finkenbach-Gersweiler,67822,06362
3308,3308,Finkenthal,17179,039971
3309,3309,Finne,6647,034465
3310,3310,Finneland,6647,034465
3311,3311,Finnentrop,57413,02722
3312,3312,Finning,86923,08806
3313,3313,Finningen,89435,09074
3314,3314,Finsing,85464,08123
3315,3315,Finsterwalde,3238,03531
3316,3316,Fintel,27389,04265
3317,3317,Firrel,26835,04946
3318,3318,Fisch,54439,06581
3319,3319,Fischach,86850,08236
3320,3320,Fischbach,55743,06781
3321,3321,Fischbach,67693,06303
3322,3322,Fischbachau,83730,08028
3323,3323,Fischbach bei Dahn,66996,06393
3324,3324,Fischbach-Oberraden,54675,06522
3325,3325,Fischbachtal,64405,06166
3326,3326,Fischen im Allgäu,87538,08326
3327,3327,Fischerbach,77716,07832
3328,3328,Fischingen,79592,07628
3329,3329,Fitzbek,25579,04877
3330,3330,Fitzen,21514,04155
3331,3331,Flachslanden,91604,09829
3332,3332,Flacht,65558,06432
3333,3333,Fladungen,97650,09778
3334,3334,Flammersfeld,57632,02685
3335,3335,Flechtingen,39345,039054
3336,3336,Flechtingen,39356,039055
3337,3337,Flechtingen,39359,039057
3338,3338,Fleckeby,24357,04354
3339,3339,Flein,74223,07131
3340,3340,Fleischwangen,88373,07505
3341,3341,Flemlingen,76835,06323
3342,3342,Flensburg,24937,0461
3343,3343,Flensburg,24939,0461
3344,3344,Flensburg,24941,0461
3345,3345,Flensburg,24943,0461
3346,3346,Flensburg,24944,0461
3347,3347,Fleringen,54597,06556
3348,3348,Flieden,36103,06669
3349,3349,Fließem,54636,06561
3350,3350,Flieth-Stegelitz,17268,039886
3351,3351,Flintbek,24220,04347
3352,3352,Flintsbach am Inn,83126,08034
3353,3353,Flöha,9557,03726
3354,3354,Floh-Seligenthal,98593,03683
3355,3355,Flomborn,55234,06737
3356,3356,Flonheim,55237,06734
3357,3357,Flörsbachtal,63639,06057
3358,3358,Flörsheim,65439,06145
3359,3359,Flörsheim-Dalsheim,67592,06243
3360,3360,Florstadt,61197,06035
3361,3361,Floß,92685,09603
3362,3362,Flossenbürg,92696,09603
3363,3363,Flöthe,38312,05334
3364,3364,Fluorn-Winzeln,78737,07402
3365,3365,Flußbach,54516,06571
3366,3366,Fluterschen,57614,02684
3367,3367,Fockbek,24787,04331
3368,3368,Föckelberg,66887,06381
3369,3369,Fockendorf,4617,03447
3370,3370,Föhrden-Barl,25563,04822
3371,3371,Föhren,54343,06502
3372,3372,Fohren-Linden,55777,06783
3373,3373,Forbach,76596,07223
3374,3374,Forchheim,91301,09191
3375,3375,Forchheim,79362,07642
3376,3376,Forchtenberg,74670,07947
3377,3377,Forheim,86735,09089
3378,3378,Föritztal,96524,03675
3379,3379,Forst,57537,02742
3380,3380,Forst,76694,07251
3381,3381,Forst an der Weinstraße,67147,06326
3382,3382,Forst (Eifel),56754,02672
3383,3383,Forstern,85659,08124
3384,3384,Forst (Hunsrück),56858,06542
3385,3385,Forstinning,85661,08124
3386,3386,Forst (Lausitz) - Baršć,3149,03562
3387,3387,Forstmehren,57635,02686
3388,3388,Framersheim,55234,06737
3389,3389,Frammersbach,97833,09355
3390,3390,Frankelbach,67737,06308
3391,3391,Frankenau,35110,06455
3392,3392,Frankenberg (Eder),35066,06451
3393,3393,Frankenberg/Sachsen,9669,037206
3394,3394,Frankenblick,96528,036766
3395,3395,Frankendorf,99441,036454
3396,3396,Frankeneck,67468,06329
3397,3397,Frankenfeld,27336,05165
3398,3398,Frankenhardt,74586,07959
3399,3399,Frankenheim/Rhön,98634,036941
3400,3400,Frankenroda,99826,036924
3401,3401,Frankenstein,67468,06329
3402,3402,Frankenthal,1909,035973
3403,3403,Frankenthal (Pfalz),67227,06233
3404,3404,Frankenwinheim,97447,09382
3405,3405,Frankfurt am Main,60306,069
3406,3406,Frankfurt am Main,60308,069
3407,3407,Frankfurt am Main,60310,069
3408,3408,Frankfurt am Main,60311,069
3409,3409,Frankfurt am Main,60312,069
3410,3410,Frankfurt am Main,60313,069
3411,3411,Frankfurt am Main,60314,069
3412,3412,Frankfurt am Main,60315,069
3413,3413,Frankfurt am Main,60316,069
3414,3414,Frankfurt am Main,60318,069
3415,3415,Frankfurt am Main,60320,069
3416,3416,Frankfurt am Main,60322,069
3417,3417,Frankfurt am Main,60323,069
3418,3418,Frankfurt am Main,60325,069
3419,3419,Frankfurt am Main,60326,069
3420,3420,Frankfurt am Main,60327,069
3421,3421,Frankfurt am Main,60329,069
3422,3422,Frankfurt am Main,60385,069
3423,3423,Frankfurt am Main,60386,069
3424,3424,Frankfurt am Main,60388,069
3425,3425,Frankfurt am Main,60389,069
3426,3426,Frankfurt am Main,60431,069
3427,3427,Frankfurt am Main,60433,069
3428,3428,Frankfurt am Main,60435,069
3429,3429,Frankfurt am Main,60437,069
3430,3430,Frankfurt am Main,60438,069
3431,3431,Frankfurt am Main,60439,069
3432,3432,Frankfurt am Main,60486,069
3433,3433,Frankfurt am Main,60487,069
3434,3434,Frankfurt am Main,60488,069
3435,3435,Frankfurt am Main,60489,069
3436,3436,Frankfurt am Main,60528,069
3437,3437,Frankfurt am Main,60529,069
3438,3438,Frankfurt am Main,60549,069
3439,3439,Frankfurt am Main,60594,069
3440,3440,Frankfurt am Main,60596,069
3441,3441,Frankfurt am Main,60598,069
3442,3442,Frankfurt am Main,60599,069
3443,3443,Frankfurt am Main,65929,069
3444,3444,Frankfurt am Main,65931,069
3445,3445,Frankfurt am Main,65933,069
3446,3446,Frankfurt am Main,65934,069
3447,3447,Frankfurt am Main,65936,069
3448,3448,Frankfurt (Oder),15230,0335
3449,3449,Frankfurt (Oder),15232,0335
3450,3450,Frankfurt (Oder),15234,0335
3451,3451,Frankfurt (Oder),15236,0335
3452,3452,Fränkisch-Crumbach,64407,06164
3453,3453,Frankweiler,76833,06345
3454,3454,Franzburg,18461,038324
3455,3455,Franzenheim,54316,06588
3456,3456,Frasdorf,83112,08052
3457,3457,Frauenau,94258,09926
3458,3458,Frauenberg,55776,06783
3459,3459,Frauendorf,1945,035752
3460,3460,Frauenneuharting,83553,08092
3461,3461,Frauenprießnitz,7774,07807
3462,3462,Frauenstein,9623,09573
3463,3463,Fraunberg,85447,08762
3464,3464,Fraureuth,8427,037600
3465,3465,Frechen,50226,02234
3466,3466,Freckenfeld,76872,06349
3467,3467,Fredeburg,23909,04541
3468,3468,Fredenbeck,21717,04149
3469,3469,Freden (Leine),31084,05184
3470,3470,Fredersdorf-Vogelsdorf,15370,033439
3471,3471,Fredesdorf,23826,04558
3472,3472,Freiamt,79348,07645
3473,3473,Freiberg,9599,03731
3474,3474,Freiberg am Neckar,71691,07141
3475,3475,Freiburg (Elbe),21729,04779
3476,3476,Freiburg im Breisgau,79098,0761
3477,3477,Freiburg im Breisgau,79100,0761
3478,3478,Freiburg im Breisgau,79102,0761
3479,3479,Freiburg im Breisgau,79104,0761
3480,3480,Freiburg im Breisgau,79106,0761
3481,3481,Freiburg im Breisgau,79108,0761
3482,3482,Freiburg im Breisgau,79110,0761
3483,3483,Freiburg im Breisgau,79111,0761
3484,3484,Freiburg im Breisgau,79112,0761
3485,3485,Freiburg im Breisgau,79114,0761
3486,3486,Freiburg im Breisgau,79115,0761
3487,3487,Freiburg im Breisgau,79117,0761
3488,3488,Freienbessingen,99713,036020
3489,3489,Freienhagen,37318,036083
3490,3490,Freienorla,7768,036424
3491,3491,Freiensteinau,36399,06666
3492,3492,Freienwill,24991,04633
3493,3493,Freigericht,63579,06055
3494,3494,Freihung,92271,09646
3495,3495,Freilassing,83395,08654
3496,3496,Frei-Laubersheim,55546,0671
3497,3497,Freilingen,56244,02666
3498,3498,Freimersheim,55234,06737
3499,3499,Freimersheim (Pfalz),67482,06347
3500,3500,Freinsheim,67098,06322
3501,3501,Freinsheim,67251,06353
3502,3502,Freirachdorf,56244,02666
3503,3503,Freisbach,67361,06344
3504,3504,Freisen,66629,06857
3505,3505,Freising,85354,08161
3506,3506,Freising,85356,08161
3507,3507,Freistatt,27259,04274
3508,3508,Freital,1705,0351
3509,3509,Frellstedt,38373,05355
3510,3510,Fremdingen,86742,09086
3511,3511,Frensdorf,96158,09502
3512,3512,Freren,49832,05902
3513,3513,Fresenburg,49762,05933
3514,3514,Fresendelf,25876,04884
3515,3515,Frestedt,25727,04830
3516,3516,Frettenheim,67596,06244
3517,3517,Fretterode,37318,036083
3518,3518,Freudenberg,57258,0271
3519,3519,Freudenberg,97896,09377
3520,3520,Freudenberg,92272,09621
3521,3521,Freudenburg,54450,06582
3522,3522,Freudenstadt,72250,07441
3523,3523,Freudental,74392,07143
3524,3524,Freyburg (Unstrut),6632,034464
3525,3525,Freystadt,92342,09179
3526,3526,Freyung,94078,08551
3527,3527,Frickenhausen,72636,07025
3528,3528,Frickenhausen a.Main,97252,09331
3529,3529,Frickingen,88699,07554
3530,3530,Fridingen an der Donau,78567,07463
3531,3531,Fridolfing,83413,08684
3532,3532,Friedberg,61169,06031
3533,3533,Friedberg,86316,0821
3534,3534,Friedeburg,26446,04465
3535,3535,Friedelshausen,98634,036941
3536,3536,Friedelsheim,67159,06322
3537,3537,Friedenfels,95688,09683
3538,3538,Friedenweiler,79877,07651
3539,3539,Friedewald,36289,06674
3540,3540,Friedewald,57520,02747
3541,3541,Friedland,15848,03366
3542,3542,Friedland,37133,05509
3543,3543,Friedland,17098,039601
3544,3544,Friedrichroda,99894,03623
3545,3545,Friedrichsdorf,61273,06081
3546,3546,Friedrichsdorf,61381,06175
3547,3547,Friedrichsgabekoog,25764,04833
3548,3548,Friedrichsgraben,24799,04624
3549,3549,Friedrichshafen,88045,07541
3550,3550,Friedrichshafen,88046,07541
3551,3551,Friedrichshafen,88048,07541
3552,3552,Friedrichsholm,24799,04624
3553,3553,Friedrichskoog,25718,04854
